Id,Reaction,External ids,template,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
r1011_SubsGlcCn,SubsGlcCn-->GlcCn,(kegg:SubsGlcCn),50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,fixed,50.0,1.0,0.0,100.0,ABCDEF-->ABCDEF,no
r1013_SubsLacCn,SubsLacCn-->LacCn,(kegg:SubsLacCn),2.617048733277443,0.020449241883056857,4.277800489994149,6.677632030581053,2.799020839838363,1.0420336593597312e-07,31.555577659306273,49.99798956424797,19.593462270482064,3.7068209336198663,free,1.0,1.0,0.0,50.0,ABC-->ABC,no
r1015_GlcPeri_bbb,GlcPeri-->GlcCn,(kegg:GlcExchange)),532.7835737095494,71.1349974328396,212.28811516456014,999.954336422307,89.03963818212577,202.884169940553,999.9999857692792,242.98377616658138,40.61435559554444,58.504462423924586,free,0.0,1.0,0.0,1000.0,ABCDEF-->ABCDEF,no
r1016_GlcCn_bbb,GlcCn-->GlcPeri,(kegg:GlcExchange)),441.7722270550081,0.0,185.57131156734857,955.0421323257989,0.0,170.6039703636532,958.1634741024654,134.91309493738814,0.0,0.0,free,0.0,1.0,0.0,1000.0,ABCDEF-->ABCDEF,no
r1017_LacPeri_bbb,LacPeri-->LacCn,(kegg:LacExchange)),62.73591893236105,274.1847209663513,528.0041549485045,74.34766889138385,62.5258284429884,440.317448518266,88.73484480657376,943.6365694294752,755.3800690776077,107.05553708816373,free,0.0,1.0,0.0,1000.0,ABC-->ABC,no
r1018_LacCn_bbb,LacCn-->LacPeri,(kegg:LacExchange)),274.81325622643294,133.44913916110175,490.9146432520588,1.2988049870128449,274.81325622643294,358.72942023077894,57.38397215170721,998.161715145618,781.6074576610322,0.0,free,0.0,1.0,0.0,1000.0,ABC-->ABC,no
r0001_Glc_liver_ex,GlcPeri-->Glcliver,(kegg:Glc_liver_uptake),159.54432849495385,93.67840846726789,52.5091752958261,273.1499160876265,111.48217893672586,142.24507153225466,72.68517629104387,182.55985023195572,45.586621715211514,91.15736743303265,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r0002_CO2_liver_ex,CO2-->CO2inliver,(kegg:CO2_liver_uptake),231.8532284203772,592.0175326238864,719.5661096209967,999.9983839854985,783.195226477012,130.0128335706801,999.9809577334356,813.4611730951038,645.7738391843566,853.9085471898273,free,1.0,1.0,0.0,1000.0,A-->A,no
r0003_Lac_liver_ex,LacPeri-->Lacliver,(kegg:Lac_liver_uptake),466.5483479178636,5.869796486993373,982.2439976630288,999.9965753467737,446.0806931378279,31.31369221370661,55.83602734968218,77.24190456536203,40.0933025908412,999.9999975785793,free,1.0,1.0,0.0,1000.0,ABC-->ABC,no
r0004_AcCOAmit_liver_ex,AcCOAmit-->AcCOAmitliver,(kegg:AcCOAmit_liver_uptake),178.62438606668772,199.999198456449,0.07958645155082422,199.9907632414617,199.9999598914948,9.942332544414825,3.581135388230905e-12,199.99999998911198,199.9999999072471,199.9999905276349,free,1.0,1.0,0.0,200.0,AB-->AB,no
r0005_Gly_liver_ex,Gly-->DHAPliver+{0.6}NADHliver,(kegg:Gly_liver_uptake),65.7471464027891,0.0005199650340728112,38.74980976342067,3.037623747715088,65.9538633355956,89.64671859326575,28.031741651155244,93.67670249861135,99.74194383304484,13.80471958394287,free,1.0,1.0,0.0,100.0,ABC-->ABC,no
r0006_Gln_liver_ex,Gln-->Glnliver,(kegg:Gln_liver_uptake),72.6158363703421,4.657414790163159,42.99347188406682,180.19072307989637,193.45462700228381,198.3085159849327,199.99999998499868,67.3529088959582,47.958782570935114,136.41102489924208,free,1.0,1.0,0.0,200.0,ABCDE-->ABCDE,no
r0007_Ala_liver_ex,Ala-->Alaliver,(kegg:Ala_liver_uptake),173.9026316747271,0.0012314042402756797,19.7626261016523,199.9820825851159,88.48341931550016,199.99803270667212,0.0010340206867454071,3.0095179681666195e-09,70.63547256596178,199.99999876194082,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r0008_Ser_liver_ex,Ser-->Serliver,(kegg:Ser_liver_uptake),96.61555916518674,199.99881199080295,34.451488402137684,32.562518270872104,199.839046813949,199.30461113440873,33.35341365035157,38.4812324583133,0.07735658446901539,199.9998879607368,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r0009_Uridine_liver_ex,Uridine-->Uridineliver,(kegg:Uridine_liver_uptake),7.7248250964967475,9.639300694637,9.21948872629055,9.182144468853984,9.999999999981469,9.46191564294152,9.999900676593846,9.999999964568012,9.607357030124959,9.292845161998311,free,1.0,1.0,0.0,10.0,ABCDEFGHI-->ABCDEFGHI,no
r0010_R5P_liver_ex,R5P-->R5Pliver,(kegg:R5P_liver_uptake),22.538212353566475,45.62129586913997,13.01458777017199,14.45321360927236,14.297632278918968,10.38741117235444,9.771578857063687,25.36422838295336,5.775248191540447,49.99999999362846,free,1.0,1.0,0.0,50.0,ABCDE-->ABCDE,no
r0011_Glc_liver_ex,Glcliver-->GlcPeri,(kegg:Glc_liver_excretion),141.43507046815154,1.4460431765393178,18.08384857668291,129.85220773340401,96.55137645579418,113.39130499630889,0.0,200.0,1.7005843195652988,0.0,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r0012_CO2_liver_ex,CO2inliver-->CO2,(kegg:CO2_liver_excretion),54.89529747800855,355.06453190854666,485.9304957561768,416.50115320690566,276.4172263272037,11.77862706626017,500.0,0.0,0.0,500.0,free,1.0,1.0,0.0,500.0,A-->A,no
r0013_Lac_liver_ex,Lacliver-->LacPeri,(kegg:Lac_liver_excretion),480.7829604590231,20.872895966480854,989.7460918889633,991.3491461412418,460.3153513783957,0.0,0.0,77.92598470637014,0.0,911.9269500721541,free,1.0,1.0,0.0,1000.0,ABC-->ABC,no
r0014_AcCOAmit_liver_ex,AcCOAmitliver-->AcCOAmit,(kegg:AcCOAmit_liver_excretion),166.5207713317302,156.1555855903726,25.38150844227859,140.60472906273787,185.13813475601876,0.0,19.234286377854822,194.52305904428948,189.7959973588575,174.17587436703104,free,1.0,1.0,0.0,200.0,AB-->AB,no
r0015_Gly_liver_ex,DHAPliver-->Gly,(kegg:Gly_liver_excretion),3.18242410114982,27.652940769010684,0.1441255682514111,39.55412534294919,0.0005657799916889417,23.978527016604517,0.03071043018394448,5.688247429402395,99.17416897350358,1.173903001472354e-07,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r0016_Gln_liver_ex,Glnliver-->Gln,(kegg:Gln_liver_excretion),72.57240065576649,0.0,3.0426500879570106,200.0,198.28288018975178,166.4215267845699,198.9563974074154,0.0,0.0,200.0,free,1.0,1.0,0.0,200.0,ABCDE-->ABCDE,no
r0017_Ala_liver_ex,Alaliver-->Ala,(kegg:Ala_liver_excretion),82.28200828818042,24.90598007618599,0.0,145.56074223214785,0.0,200.0,8.413128970688279,25.996250617716363,0.0,173.07302924296565,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r0018_Ser_liver_ex,Serliver-->Ser,(kegg:Ser_liver_excretion),78.84137469065895,142.14194868792805,0.0,0.0,167.8319361079646,200.0,0.0,0.0,23.547844927152063,148.64584554566505,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r0019_Uridine_liver_ex,Uridineliver-->Uridine,(kegg:Uridine_liver_excretion),3.423615306908317,10.0,10.0,10.0,7.88133172309703,10.0,8.530633351993071,8.402914118645917,7.641892131889808,6.525396868684269,free,1.0,1.0,0.0,10.0,ABCDEFGHI-->ABCDEFGHI,no
r0020_R5P_liver_ex,R5Pliver-->R5P,(kegg:R5P_liver_excretion),29.53756732057163,0.0,10.438332045646266,16.05233408841769,21.940427980221564,0.0,0.0,0.0,17.184465173343515,49.37608328171824,free,1.0,1.0,0.0,50.0,ABCDE-->ABCDE,no
r0031_G6P_liver_BIO,G6Pliver-->G6PBiomassliver,(kegg:BiomassG6P_liver),4.921118659476974,70.47805082941775,0.0018205579665817595,50.474471622295596,6.535927476968183,0.0003510764419800694,0.0010744881021196306,0.007278644103706711,1.6565401735152534,1.7389140793966362e-08,free,1.0,1.0,0.0,100.0,nd,no
r0032_UMP_liver_BIO,UMPliver-->UMPBiomassliver,(kegg:BiomassUMP_liver),7.542179689636711,0.4803395893921589,0.13864490481353897,0.00013819271263315613,3.0486539355182387,0.4192774107806443,2.273843512934377,2.5723348639807,2.975927726172877,3.7148569554132607,free,1.0,1.0,0.0,20.0,nd,no
r0033_DHAP_liver_BIO,DHAPliver-->DHAPBiomassliver,(kegg:BiomassDHAP_liver),5.486545847675142,20.0,20.0,15.951024154842443,8.83045868558034,10.650029782731187,3.8850650154200386,8.60621069759251,14.434517382168648,8.688512223195968,free,1.0,1.0,0.0,20.0,nd,no
r0034_Ser_liver_BIO,Serliver-->SerBiomassliver,(kegg:BiomassSer_liver),10.284777667658028,5.2549253588763545,17.611422948393596,20.0,16.76559668761585,13.202382747360236,20.0,20.0,20.0,20.0,free,1.0,1.0,0.0,20.0,nd,no
r0035_Ala_liver_BIO,Alaliver-->AlaBiomassliver,(kegg:BiomassAla_liver),18.76712725437809,14.13284981289965,20.0,20.0,20.0,14.126005644171293,20.0,18.879557305557555,17.764004116749557,20.0,free,1.0,1.0,0.0,20.0,nd,no
r0036_Asp_liver_BIO,Aspliver-->AspBiomassliver,(kegg:BiomassAsp_liver),4.841436065262981,14.248885326184975,19.684176151442912,19.99474873804874,5.0351054850573815,9.72363969667728,17.78914765545556,0.0028907641512598836,2.7362082143815156,3.9226894738253257,free,1.0,1.0,0.0,20.0,nd,no
r0037_Glu_liver_BIO,Gluliver-->GluBiomassliver,(kegg:BiomassGlu_liver),13.395907588080206,0.19531604667758984,13.472933369566931,12.586233118660573,4.815747913169389,19.8056072294075,19.99999996286408,14.847654365037897,16.09637243485406,19.999135112115937,free,1.0,1.0,0.0,20.0,nd,no
r0038_Gln_liver_BIO,Glnliver-->GlnBiomassliver,(kegg:BiomassGln_liver),2.5204478210886063,3.1680866766400406,1.1282270936852885,7.496757927572309,6.228918593955891,0.10435347936792494,20.0,20.0,20.0,20.0,free,1.0,1.0,0.0,20.0,nd,no
r0039_FA_liver_BIO,AcCOAcytliver+{2}NADPHliver-->FABiomassliver,(kegg:BiomassFA_liver),49.605608612925344,44.125426964650245,49.94835837362165,43.61589032059933,49.962086459765416,49.999423567338894,49.979859713219,49.99911589179328,44.89207315071884,20.10395678158725,free,1.0,1.0,0.0,50.0,nd,no
r0040_ATP_liver_BIO,ATPliver-->ATPBiomassliver,(kegg:BiomassATP_liver),36.78133776545263,357.80239493792646,0.013921496708690029,195.12746289873812,62.747666357306514,990.9736837627565,654.5413668472785,791.4364365589693,650.2648578740271,826.1271363109627,free,1.0,1.0,0.0,1000.0,nd,no
r0041_NADPH_liver_BIO,NADPHliver-->NADPHBiomassliver,(kegg:BiomassNADPH_liver),77.52550721934097,6.4991466824528885,119.01976468971611,164.61956688478722,82.17847481915933,256.15232666813677,81.74432679698808,59.2352116322039,14.757295347484432,244.89612795626988,free,1.0,1.0,0.0,1000.0,nd,no
r0042_AcAsp_liver_BIO,AcAspliver-->AcAspBiomassliver,(kegg:BiomassAcAsp_liver),4.882646037846884,4.16693347433883,4.7458347631138675,4.8378226459784175,4.9425748267554095,4.983418129002502,2.3623648270829243,1.8701186881786234,2.180822074301955,4.852127254933243,free,1.0,1.0,0.0,5.0,nd,no
r0043_CO2_liver_BIO,CO2inliver-->CO2Biomassliver,(kegg:BiomassCO2_liver),230.89073780038004,163.47701676385788,166.99164177423216,765.2073526565027,485.41475177889333,219.5241509995979,558.7433582418876,878.4493613296397,833.928797173774,714.6859301807741,free,1.0,1.0,0.0,1000.0,nd,no
r0060_hk_liver,Glcliver+ATPliver-->G6Pliver,(kegg:R02848),127.14528311252386,181.77918700138582,101.40832915324248,143.29770835422246,92.79344168029868,28.853766535945773,271.98119964486625,182.5598502319557,43.88603739564621,107.24311664464985,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r0061_pgi_liver,G6Pliver-->F6Pliver,(kegg:R00771f),283.91059859371717,0.00030150340836954115,485.8442167478079,499.9824061164115,437.31928360712004,408.4969926239995,499.99929042593294,0.08593873544793951,499.999785769475,477.233451903845,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r0062_pgi_liver,F6Pliver-->G6Pliver,(kegg:R00771r),350.9397836895368,7.009256147527849,500.0,468.2721392169141,500.0,500.0,475.3042328979691,61.22876620502336,463.17894729514103,500.0,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r0063_pfk_liver,F6Pliver+ATPliver-->FBPliver,(kegg:R00756),458.7049070684958,95.50632022096605,472.76232297624733,499.98128494849914,407.19646957569086,18.462922115052073,499.9571031446705,84.97509233090356,499.99978137032736,499.99999991844436,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r0065_fba_liver,FBPliver-->DHAPliver+GAPliver,(kegg:R01068f),84.81573203779355,47.09577463813342,499.99921126230834,499.95898242796846,372.33419874150997,0.08609853105112109,499.9988859935895,8.526512829121202e-13,499.999124144182,499.9999869235504,free,1.0,1.0,0.0,500.0,ABCDEF-->CBA+DEF,no
r0066_fba_liver,DHAPliver+GAPliver-->FBPliver,(kegg:R01068r),105.19358406955217,5.075711895709514,480.6640685415861,429.11814510885415,393.3463751097852,5.064791080371858,437.3331305031537,15.753241854694805,467.852299711144,447.03291931196577,free,1.0,1.0,0.0,500.0,CBA+DEF-->ABCDEF,no
r0067_tpi_liver,DHAPliver-->GAPliver,(kegg:R01015f),132.6379721379849,494.3676419384473,37.94082691589152,18.373311569037522,36.11066250174839,50.03946924460932,499.98359421986964,63.629002516922554,18.280081910410782,58.08327485494135,free,1.0,1.0,0.0,500.0,ABC-->ABC,no
r0068_tpi_liver,GAPliver-->DHAPliver,(kegg:R01015r),95.93764771577928,500.0,0.0,0.0,0.0,0.0,413.20187252388274,0.0,0.0,0.0,free,1.0,1.0,0.0,500.0,ABC-->ABC,no
r0069_gapdh_liver,GAPliver-->m3PGliver+NADHliver+ATPliver,(kegg:R01061f),133.82843554790728,499.9930096167379,499.71852281349595,499.9387994959848,499.9999997727303,499.96430763711913,499.9977688367974,499.9977590362938,472.3145908450212,149.22222726297593,free,1.0,1.0,0.0,500.0,ABC-->ABC,no
r0070_gapdh_liver,m3PGliver+NADHliver+ATPliver-->GAPliver,(kegg:R01061r),94.18029662542976,439.09079624259493,425.69709019042506,391.1593653980244,464.0672436269548,411.6413735284907,331.56494266913865,429.4272055666245,424.22469152222027,0.30507694258006657,free,1.0,1.0,0.0,500.0,ABC-->ABC,no
r0071_peph_liver,m3PGliver-->PEPliver,(kegg:R01512f),13.272578640371748,487.11762612527366,465.8032197759911,499.9999881188851,433.8849539034933,481.7813565550558,499.9999999990294,499.99429874401096,81.56459042135714,106.6192067950299,free,1.0,1.0,0.0,500.0,ABC-->ABC,no
r0072_peph_liver,PEPliver-->m3PGliver,(kegg:R01512r),83.2976950318773,500.0,500.0,394.01361677308415,500.0,488.9197424553646,495.99377214072547,494.45724080503857,96.78769475335548,0.0,free,1.0,1.0,0.0,500.0,ABC-->ABC,no
r0073_pk_liver,PEPliver-->Pyrliver+ATPliver,(kegg:R00200),54.29363295742046,187.4513347561431,194.83282299606535,197.60443351952597,138.58196707300493,192.94982176783958,198.29944864337057,172.09336484668424,55.636972519615085,129.53857155675226,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r0074_pyrdh_liver,Pyrliver-->AcCOAmitliver+CO2inliver+NADHliver,(kegg:R01196),76.91845762260496,41.50060772537523,83.12252419231055,98.86788885311017,78.64244557403659,87.92349066995284,149.29768616153808,73.14889392724189,103.5190990396311,161.96087415713623,free,1.0,1.0,0.0,200.0,ABC-->BC+A,no
r0075_cs_liver,AcCOAmitliver+Oxaliver-->Citliver,(kegg:R00351),89.02207235756246,85.34422059145162,57.82060220158289,158.25392303183406,93.50427070951262,97.86582321436765,130.06339978368683,78.62583487206437,113.72310158802068,187.7849903177401,free,1.0,1.0,0.0,200.0,AB+CDEF-->FEDBAC,no
r0077_idh_liver,Citliver-->aKGliver+CO2inliver+NADHliver,(kegg:R00709f),370.7828010578633,499.97768816596147,499.99715495848085,499.2228710682232,499.999999999799,499.97077464614733,499.9999999960611,499.99755439217233,66.65020636299988,499.9998166562351,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDE+F,no
r0078_idh_liver,aKGliver+CO2inliver+NADHliver-->Citliver,(kegg:R00709r),336.2489833510731,462.9258280134989,496.8707458936335,389.42266100296683,461.40039057680724,457.0877931281211,422.2788247526762,473.2409541000799,0.0,337.1709103750155,free,1.0,1.0,0.0,500.0,ABCDE+F-->ABCDEF,no
r0079_akgdh_liver,aKGliver-->Sucliver+CO2inliver+ATPliver+NADHliver,(kegg:R01197),18.660898012196974,38.34587221930809,28.47607039770493,69.90794209891988,22.726689728398533,54.86001000961366,38.76477785810413,59.26185482301276,78.51261649908096,59.2407960683457,free,1.0,1.0,0.0,200.0,ABCDE-->BCDE+A,no
r0081_sdh_liver,Sucliver-->Fumliver+{0.6}NADHliver,(kegg:R02164f),345.0404555925838,40.382818484488155,258.7409103065829,295.37436492101347,410.09442414628006,455.2175778635425,105.75250097615117,112.20769688050109,426.7398006158908,265.27452208718626,free,1.0,1.0,0.0,500.0,ABCD-->ABCD,no
r0082_sdh_liver,Fumliver+{0.6}NADHliver-->Sucliver,(kegg:R02164r),326.3795575803868,2.0369462651800623,230.264839908878,225.46642282209356,387.36773441788154,400.35756785392886,66.98772311804704,52.94584205748833,348.22718411680984,206.03372601884058,free,1.0,1.0,0.0,500.0,ABCD-->ABCD,no
r0083_fh_liver,Fumliver-->Malliver,(kegg:R01082f),404.6328793765376,38.34587221930809,499.90222551718784,499.99999999590335,499.9999999939103,54.86001000961366,499.9999853841515,59.26185482301276,78.51261649908096,179.5325789718224,free,1.0,1.0,0.0,500.0,ABCD-->ABCD,no
r0084_fh_liver,Malliver-->Fumliver,(kegg:R01082r),385.9719813643406,0.0,471.4261551194829,430.0920578969835,477.2733102655118,0.0,461.23520752604736,0.0,0.0,120.2917829034767,free,1.0,1.0,0.0,500.0,ABCD-->ABCD,no
r0085_mdh_liver,Malliver-->Oxaliver+NADHliver,(kegg:R00343f),116.80934841903849,31.118215998101498,0.0012716266806620524,0.029678300536446045,6.20228723536454,990.6289248040691,3.880748188578309e-05,999.9899740356145,4.14200815868071e-07,900.4379266198081,free,1.0,1.0,0.0,1000.0,ABCD-->ABCD,no
r0086_mdh_liver,Oxaliver+NADHliver-->Malliver,(kegg:R00343r),90.211081320958,0.0,67.61801968275863,99.57099034330962,0.0,1000.0,74.97995812633076,954.308720870318,2.32741878202119,1000.0,free,1.0,1.0,0.0,1000.0,ABCD-->ABCD,no
r0087_MAL_liver_ex,Malliver-->Malcytliver,(kegg:MAL_cyt),659.7828490593909,971.2982058871594,0.19109924585641763,6.25323728556948e-05,0.007274835236081856,3.2348678218052527,0.018691955986705366,1.8330845392711126e-05,0.04204423150207415,0.0011087688447402044,free,1.0,1.0,0.0,1000.0,ABCD-->ABCD,no
r0088_MAL_liver_ex,Malcytliver-->Malliver,(kegg:MAL_cyt),699.8952133587694,1000.0,0.5065220694379253,0.0684842181431119,39.307256981798645,42.46508225647939,10.956349837784806,25.756807443144403,1.0637233818478002,2.042560029028272,free,1.0,1.0,0.0,1000.0,ABCD-->ABCD,no
r0089_mdh_liver_cyt,Malcytliver-->Oxacytliver+NADHliver,(kegg:OXA_cyt),336.5919023027248,971.2982058871594,1.436219935757599e-07,9.237202150765293,0.004470240830663386,0.001991293348282852,0.28718549169858854,0.023253214186063076,2.0994106616045727e-05,9.44902967869865e-07,free,1.0,1.0,0.0,1000.0,ABCD-->ABCD,no
r0090_mdh_liver_cyt,Oxacytliver+NADHliver-->Malcytliver,(kegg:OXA_cyt),376.7042666021033,1000.0,0.31542296720350127,9.305623836535549,39.304452387393226,39.23220572802242,11.22484337349669,25.780042326485074,1.0217001444523421,2.0414522050865,free,1.0,1.0,0.0,1000.0,ABCD-->ABCD,no
r0091_pc_liver,Pyrliver+CO2inliver+ATPliver-->Oxaliver,(kegg:R00344),185.3317162601724,254.22600459335013,325.4373502576609,326.67857107541056,287.3019834741481,307.2368984102986,378.8880618999706,176.23670161719528,146.78687384940062,297.0740210741752,free,1.0,1.0,0.0,500.0,ABC+D-->ABCD,no
r0092_pck1_liver,Oxacytliver-->PEPliver,(kegg: R00431cyto),1.410838348235572,0.33370863086943103,29.029603220074243,22.73472617292168,4.697013169511678,0.08820766814835679,20.44847798763174,23.264186997284405,40.123722958053875,13.192407385479177,free,1.0,1.0,0.0,200.0,ABCD-->ABC,no
r0093_pck2_liver,Oxaliver-->PEPliver,(kegg:R00431mito),122.90791100069045,200.0,200.0,68.88333600080331,200.0,200.0,173.84474279743486,143.2921199104274,30.736353893559556,9.72695737624318,free,1.0,1.0,0.0,200.0,ABCD-->ABC,no
r0094_fbp_liver,FBPliver-->F6Pliver,(kegg:R00762),479.0827591002544,53.486257478542136,453.4271802555252,429.14044762938477,428.2086459439661,23.441614664372814,437.29134765423464,100.72833418559752,467.85295693728926,447.0329323068597,free,1.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r0095_g6pc_liver,G6Pliver-->Glcliver,(kegg:R00303),109.03602508572155,89.54682171065724,66.98300243409929,0.0,77.86263919936701,0.0,199.29602335382233,200.0,0.0,16.0857492116172,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r0099_mae_liver,Malliver-->Pyrliver+CO2inliver+NADPHliver,(kegg:R00216),32.174995213494995,35.92945033404727,96.40824127736441,169.5176758274633,55.82438463959655,103.46129964021873,124.68235505875111,39.337390770015276,81.86171401724707,160.8443207087212,free,1.0,1.0,0.0,200.0,ABCD-->ABC+D,no
r0101_g6pdh_liver,G6Pliver-->m6PGliver+NADPHliver,(kegg:R00835),80.21732446314496,28.763269105430275,48.579289413368734,61.11296983242951,71.07559139684344,120.35642283550423,47.98904427497787,43.695399057427444,5.408658747796992,113.92391551179854,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r0102_pgd_liver,m6PGliver-->Ru5Pliver+CO2inliver+NADPHliver,(kegg:R01528),80.21732446314496,28.763269105430275,48.579289413368734,61.11296983242951,71.07559139684344,120.35642283550423,47.98904427497787,43.695399057427444,5.408658747796992,113.92391551179854,free,1.0,1.0,0.0,200.0,ABCDEF-->BCDEF+A,no
r0103_ri_liver,Ru5Pliver-->R5Pliver,(kegg:R01056f),145.6039037899916,479.73425171888687,15.088363440454422,21.982399412812494,29.40705137223874,33.832108008824534,10.018346312505901,0.00024319719221388425,10.082672789092861,38.19029980405884,free,1.0,1.0,0.0,500.0,ABCDE-->ABCDE,no
r0104_ri_liver,R5Pliver-->Ru5Pliver,(kegg:R01056r),112.03791239090765,500.0,0.0,0.0,0.0,0.0,0.0,1.694429754646238,0.0,0.0,free,1.0,1.0,0.0,500.0,ABCDE-->ABCDE,no
r0105_rbe_liver,Ru5Pliver-->Xu5Pliver,(kegg:R01529f),70.03175048846111,249.0290173865434,37.06023793478976,239.13057041961702,241.66854002460468,286.5243148266797,237.97069796247197,245.38958561488147,8.006484364386779e-11,275.7336157077397,free,1.0,1.0,0.0,500.0,ABCDE-->ABCDE,no
r0106_rbe_liver,Xu5Pliver-->Ru5Pliver,(kegg:R01529r),23.380417424400097,200.0,3.569311961875451,200.0,200.0,200.0,200.0,200.0,4.6740140413759335,200.0,free,1.0,1.0,0.0,200.0,ABCDE-->ABCDE,no
r0107_tkt1_liver,R5Pliver+Xu5Pliver-->S7Pliver+GAPliver,(kegg:R01641f),57.76474605697334,199.99999002867932,17.863970816812557,199.99437009290133,199.9968921144229,43.26215741333985,34.357346486389915,167.0008057197276,197.66299297935205,199.99994939518248,free,1.0,1.0,0.0,200.0,ABCDE+FGHIJ-->FGABCDE+HIJ,no
