State,Id,type,flux_calue,flux_std,lb,ub
reaction,r101_CO2,free,1,1,0,1000
reaction,r103_FA_ex,free,1,1,0,100
reaction,r104_MAL_ex,free,1,1,0,100
reaction,r105_MAL_ex,free,1,1,0,100
reaction,r106_mdh_cyt,free,1,1,0,100
reaction,r107_mdh_cyt,free,1,1,0,100
reaction,r108_ATPx,fitting,1,1,0,2000
reaction,r109_NADHx,free,1,1,0,1000
reaction,r110_NADPHx,free,1,1,0,300
reaction,r111_SubsGlc,fixed,100,1,0,1000
reaction,r112_g6pc,free,1,1,0,1000
reaction,r113_Glc_ex,free,1,1,5,200
reaction,r114_phgdh,free,1,1,0,100
reaction,r115_SubsR5P,free,1,1,0,5
reaction,r116_SubsSer,free,1,1,0,20
reaction,r117_SubsLac,free,1,1,0,100
reaction,r118_ldh,free,1,1,0,1000
reaction,r119_SubsAcCOAmit,free,1,1,0,100
reaction,r120_SubsGly,free,1.1,1,0,20
reaction,r121_pck1,free,1,1,0,200
reaction,r122_pck2,free,1,1,0,200
reaction,r123_aat,free,1,1,0,5
reaction,r124_AcAspEx,free,1,1,0,5
reaction,r125_SubsAla,free,1,1,0,50
reaction,r126_alt,free,1,1,0,50
reaction,r127_sal,free,1,1,0,50
reaction,r128_fbp,free,1,1,0,200
reversible,PEPH,free,1,1,-300,500
reversible,MDH,free,1,1,-300,500
reversible,TKT2,free,1,1,-300,500
reversible,TKT1,free,1,1,-300,500
reversible,GAPDH,free,1,1,-300,500
reversible,TPI,free,1,1,-300,500
reversible,PGI,free,1,1,-300,500
reversible,RPI,free,1,1,-300,500
reversible,FBA,free,1,1,-300,500
reversible,IDH,free,1,1,-300,500
reversible,GLUDH,free,1,1,-300,500
reversible,TAL,free,1,1,-300,500
reversible,MDHcyt,free,1,1,-300,500
reversible,RBE,free,1,1,-300,500
reversible,SDH,free,1,1,-300,500
reversible,FH,free,1,1,-300,500
reversible,LDH,free,1,1,-1000,1000
metabolite,NADH,fixed,10,1,0.001,100
metabolite,NADPH,fixed,10,1,0.001,100
metabolite,ATP,fixed,10,1,0.001,100
metabolite,AcCOAcyt,fixed,10,1,0.001,100
metabolite,AcCOAmit,fixed,10,1,0.001,100
metabolite,AcCOAmit2,fixed,10,1,0.001,100
metabolite,Acetate,fixed,10,1,0.001,100
metabolite,aKG,fixed,10,1,0.001,100
metabolite,aKGcyt,fixed,10,1,0.001,100
metabolite,aKGmit,fixed,10,1,0.001,100
metabolite,Ala,fixed,10,1,0.001,100
metabolite,Asn,fixed,10,1,0.001,100
metabolite,Asp,fixed,10,1,0.001,100
metabolite,Cit,fixed,10,1,0.001,100
metabolite,Citcyt,fixed,10,1,0.001,100
metabolite,Citmit,fixed,10,1,0.001,100
metabolite,CO2in,fixed,10,1,0.001,100
metabolite,Cys,fixed,10,1,0.001,100
metabolite,DHAP,fixed,10,1,0.001,100
metabolite,E4P,fixed,10,1,0.001,100
metabolite,F6P,fixed,10,1,0.001,100
metabolite,FBP,fixed,10,1,0.001,100
metabolite,Fum,fixed,10,1,0.001,100
metabolite,G6P,fixed,10,1,0.001,100
metabolite,GAP,fixed,10,1,0.001,100
metabolite,Gln,fixed,10,1,0.001,100
metabolite,Glu,fixed,10,1,0.001,100
metabolite,Gly,fixed,10,1,0.001,100
metabolite,m6PG,fixed,10,1,0.001,100
metabolite,Mal,fixed,10,1,0.001,100
metabolite,Malcyt,fixed,10,1,0.001,100
metabolite,Oxa,fixed,10,1,0.001,100
metabolite,Oxacyt,fixed,10,1,0.001,100
metabolite,PEP,fixed,10,1,0.001,100
metabolite,m3PG,fixed,10,1,0.001,100
metabolite,preAcCOA,fixed,10,1,0.001,100
metabolite,Pro,fixed,10,1,0.001,100
metabolite,Pyr,fixed,10,1,0.001,100
metabolite,R5P,fixed,10,1,0.001,100
metabolite,Ru5P,fixed,10,1,0.001,100
metabolite,S7P,fixed,10,1,0.001,100
metabolite,Ser,fixed,10,1,0.001,100
metabolite,Suc,fixed,10,1,0.001,100
metabolite,SucDummy,fixed,10,1,0.001,100
metabolite,Val,fixed,10,1,0.001,100
metabolite,Xu5P,fixed,10,1,0.001,100
metabolite,Glc,fixed,10,1,0.001,100
metabolite,AcAsp,fixed,10,1,0.001,100
